invoice_id,customer_id,subscription_id,invoice_date,amount_due,amount_paid,payment_status,payment_date
INV00148,CUS0007,SUB0010,2023-11-01,49,49,paid,2023-11-01
INV00149,CUS0007,SUB0010,2023-12-01,49,49,paid,2023-12-04
INV00150,CUS0007,SUB0010,2024-01-01,49,0,failed,
INV00151,CUS0007,SUB0010,2024-02-01,49,49,paid,2024-02-02
INV00152,CUS0007,SUB0010,2024-03-01,49,49,paid,2024-03-03
INV00153,CUS0007,SUB0010,2024-04-01,49,0,pending,
INV00154,CUS0007,SUB0010,2024-05-01,49,49,paid,2024-05-04
INV00155,CUS0007,SUB0010,2024-06-01,49,49,paid,2024-06-04
INV00156,CUS0007,SUB0010,2024-07-01,49,49,paid,2024-07-02
INV00157,CUS0007,SUB0010,2024-08-01,49,0,pending,
INV00158,CUS0007,SUB0010,2024-09-01,49,49,paid,2024-09-01
INV00159,CUS0007,SUB0010,2024-10-01,49,49,paid,2024-10-05
INV00160,CUS0007,SUB0010,2024-11-01,49,49,paid,2024-11-03
INV00161,CUS0007,SUB0010,2024-12-01,49,0,pending,
INV00162,CUS0008,SUB0011,2022-04-01,349,349,paid,2022-04-06
INV00163,CUS0008,SUB0011,2022-05-01,349,349,paid,2022-05-01
INV00164,CUS0008,SUB0011,2022-06-01,349,349,paid,2022-06-06
INV00165,CUS0008,SUB0011,2022-07-01,349,349,paid,2022-07-01
INV00166,CUS0008,SUB0011,2022-08-01,349,0,failed,
INV00167,CUS0008,SUB0011,2022-09-01,349,349,paid,2022-09-03
INV00168,CUS0008,SUB0011,2022-10-01,349,349,paid,2022-10-02
INV00169,CUS0008,SUB0011,2022-11-01,349,349,paid,2022-11-03
INV00170,CUS0008,SUB0011,2022-12-01,349,349,paid,2022-12-02
INV00171,CUS0008,SUB0011,2023-01-01,349,349,paid,2023-01-06
INV00172,CUS0008,SUB0012,2023-01-01,149,149,paid,2023-01-06
INV00173,CUS0008,SUB0012,2023-02-01,149,149,paid,2023-02-02
INV00174,CUS0008,SUB0012,2023-03-01,149,149,paid,2023-03-06
INV00175,CUS0008,SUB0012,2023-04-01,149,149,paid,2023-04-03
INV00176,CUS0008,SUB0012,2023-05-01,149,149,paid,2023-05-01
INV00177,CUS0008,SUB0012,2023-06-01,149,149,paid,2023-06-06
INV00178,CUS0008,SUB0012,2023-07-01,149,149,paid,2023-07-03
INV00179,CUS0008,SUB0012,2023-08-01,149,149,paid,2023-08-04
INV00180,CUS0008,SUB0012,2023-09-01,149,149,paid,2023-09-02
INV00181,CUS0008,SUB0012,2023-10-01,149,149,paid,2023-10-03
INV00182,CUS0008,SUB0012,2023-11-01,149,149,paid,2023-11-03
INV00183,CUS0008,SUB0012,2023-12-01,149,149,paid,2023-12-03
INV00184,CUS0008,SUB0012,2024-01-01,149,0,failed,
INV00185,CUS0008,SUB0012,2024-02-01,149,0,failed,
INV00186,CUS0008,SUB0012,2024-03-01,149,0,pending,
INV00187,CUS0008,SUB0012,2024-04-01,149,149,paid,2024-04-03
INV00188,CUS0008,SUB0012,2024-05-01,149,149,paid,2024-05-04
INV00189,CUS0008,SUB0012,2024-06-01,149,0,pending,
INV00190,CUS0008,SUB0012,2024-07-01,149,149,paid,2024-07-02
INV00191,CUS0008,SUB0012,2024-08-01,149,149,paid,2024-08-06
INV00192,CUS0008,SUB0012,2024-09-01,149,149,paid,2024-09-04
INV00193,CUS0008,SUB0012,2024-10-01,149,0,pending,
INV00194,CUS0008,SUB0012,2024-11-01,149,149,paid,2024-11-03
INV00195,CUS0008,SUB0012,2024-12-01,149,149,paid,2024-12-04
INV00196,CUS0009,SUB0013,2024-04-01,899,899,paid,2024-04-05
INV00197,CUS0009,SUB0013,2024-05-01,899,899,paid,2024-05-03
INV00198,CUS0009,SUB0013,2024-06-01,899,899,paid,2024-06-06
INV00199,CUS0009,SUB0013,2024-07-01,899,899,paid,2024-07-04
INV00200,CUS0009,SUB0013,2024-08-01,899,899,paid,2024-08-03
INV00201,CUS0009,SUB0013,2024-09-01,899,899,paid,2024-09-02
INV00202,CUS0009,SUB0013,2024-10-01,899,899,paid,2024-10-05
INV00203,CUS0009,SUB0013,2024-11-01,899,899,paid,2024-11-05
INV00204,CUS0009,SUB0013,2024-12-01,899,899,paid,2024-12-05
INV00205,CUS0010,SUB0014,2023-01-01,149,149,paid,2023-01-01
INV00206,CUS0010,SUB0014,2023-02-01,149,149,paid,2023-02-04
INV00207,CUS0010,SUB0014,2023-03-01,149,0,failed,
INV00208,CUS0010,SUB0014,2023-04-01,149,149,paid,2023-04-04
INV00209,CUS0010,SUB0014,2023-05-01,149,149,paid,2023-05-01
INV00210,CUS0010,SUB0014,2023-06-01,149,0,failed,
INV00211,CUS0010,SUB0014,2023-07-01,149,149,paid,2023-07-04
INV00212,CUS0010,SUB0014,2023-08-01,149,149,paid,2023-08-02
INV00213,CUS0010,SUB0014,2023-09-01,149,149,paid,2023-09-02
INV00214,CUS0010,SUB0014,2023-10-01,149,149,paid,2023-10-03
INV00215,CUS0010,SUB0014,2023-11-01,149,149,paid,2023-11-06
INV00216,CUS0010,SUB0014,2023-12-01,149,149,paid,2023-12-05
INV00217,CUS0010,SUB0014,2024-01-01,149,149,paid,2024-01-06
INV00218,CUS0010,SUB0014,2024-02-01,149,149,paid,2024-02-04
INV00219,CUS0010,SUB0014,2024-03-01,149,149,paid,2024-03-04
INV00220,CUS0010,SUB0014,2024-04-01,149,149,paid,2024-04-03
INV00221,CUS0010,SUB0014,2024-05-01,149,149,paid,2024-05-03
INV00222,CUS0010,SUB0014,2024-06-01,149,149,paid,2024-06-04
INV00223,CUS0010,SUB0014,2024-07-01,149,0,pending,
INV00224,CUS0010,SUB0014,2024-08-01,149,149,paid,2024-08-01
INV00225,CUS0010,SUB0014,2024-09-01,149,0,pending,
INV00226,CUS0010,SUB0014,2024-10-01,149,149,paid,2024-10-06
INV00227,CUS0010,SUB0014,2024-11-01,149,149,paid,2024-11-04
INV00228,CUS0010,SUB0014,2024-12-01,149,149,paid,2024-12-01
INV00229,CUS0011,SUB0015,2023-08-01,49,0,failed,
INV00230,CUS0011,SUB0015,2023-09-01,49,49,paid,2023-09-01
INV00231,CUS0011,SUB0015,2023-10-01,49,49,paid,2023-10-06
INV00232,CUS0011,SUB0015,2023-11-01,49,49,paid,2023-11-01
INV00233,CUS0011,SUB0015,2023-12-01,49,49,paid,2023-12-03
INV00234,CUS0011,SUB0015,2024-01-01,49,49,paid,2024-01-02
INV00235,CUS0012,SUB0016,2024-03-01,49,49,paid,2024-03-02
INV00236,CUS0012,SUB0016,2024-04-01,49,49,paid,2024-04-05
INV00237,CUS0012,SUB0016,2024-05-01,49,49,paid,2024-05-02
INV00238,CUS0012,SUB0016,2024-06-01,49,49,paid,2024-06-02
INV00239,CUS0012,SUB0016,2024-07-01,49,49,paid,2024-07-02
INV00240,CUS0012,SUB0016,2024-08-01,49,49,paid,2024-08-05
INV00241,CUS0012,SUB0016,2024-09-01,49,49,paid,2024-09-02
INV00242,CUS0012,SUB0016,2024-10-01,49,0,pending,
INV00243,CUS0012,SUB0016,2024-11-01,49,49,paid,2024-11-02
INV00244,CUS0012,SUB0016,2024-12-01,49,49,paid,2024-12-01
INV00245,CUS0013,SUB0017,2023-01-01,899,899,paid,2023-01-03
INV00246,CUS0013,SUB0017,2023-02-01,899,899,paid,2023-02-02
INV00247,CUS0013,SUB0017,2023-03-01,899,899,paid,2023-03-01
INV00248,CUS0013,SUB0017,2023-04-01,899,899,paid,2023-04-01
INV00249,CUS0013,SUB0017,2023-05-01,899,899,paid,2023-05-04
INV00250,CUS0013,SUB0017,2023-06-01,899,899,paid,2023-06-06
INV00251,CUS0013,SUB0017,2023-07-01,899,899,paid,2023-07-04
INV00252,CUS0013,SUB0017,2023-08-01,899,899,paid,2023-08-05
INV00253,CUS0013,SUB0017,2023-09-01,899,899,paid,2023-09-04
INV00254,CUS0013,SUB0017,2023-10-01,899,899,paid,2023-10-05
INV00255,CUS0013,SUB0017,2023-11-01,899,899,paid,2023-11-06
INV00256,CUS0013,SUB0017,2023-12-01,899,899,paid,2023-12-04
INV00257,CUS0013,SUB0017,2024-01-01,899,899,paid,2024-01-01
INV00258,CUS0013,SUB0017,2024-02-01,899,899,paid,2024-02-04
INV00259,CUS0013,SUB0017,2024-03-01,899,899,paid,2024-03-04
INV00260,CUS0013,SUB0017,2024-04-01,899,899,paid,2024-04-04
INV00261,CUS0013,SUB0017,2024-05-01,899,899,paid,2024-05-04
INV00262,CUS0013,SUB0017,2024-06-01,899,899,paid,2024-06-01
INV00263,CUS0013,SUB0017,2024-07-01,899,899,paid,2024-07-02
INV00264,CUS0013,SUB0017,2024-08-01,899,899,paid,2024-08-03
INV00265,CUS0013,SUB0017,2024-09-01,899,899,paid,2024-09-05
INV00266,CUS0013,SUB0017,2024-10-01,899,899,paid,2024-10-03
INV00267,CUS0013,SUB0017,2024-11-01,899,899,paid,2024-11-05
INV00268,CUS0013,SUB0017,2024-12-01,899,899,paid,2024-12-04
INV00269,CUS0014,SUB0018,2023-01-01,149,149,paid,2023-01-04
INV00270,CUS0014,SUB0018,2023-02-01,149,149,paid,2023-02-06
INV00271,CUS0014,SUB0018,2023-03-01,149,149,paid,2023-03-06
INV00272,CUS0014,SUB0018,2023-04-01,149,149,paid,2023-04-05
INV00273,CUS0014,SUB0018,2023-05-01,149,149,paid,2023-05-02
INV00274,CUS0014,SUB0018,2023-06-01,149,149,paid,2023-06-02
INV00275,CUS0014,SUB0018,2023-07-01,149,149,paid,2023-07-04
INV00276,CUS0014,SUB0018,2023-08-01,149,149,paid,2023-08-06
INV00277,CUS0014,SUB0018,2023-09-01,149,149,paid,2023-09-04
INV00278,CUS0014,SUB0018,2023-10-01,149,149,paid,2023-10-03
INV00279,CUS0014,SUB0018,2023-11-01,149,149,paid,2023-11-02
INV00280,CUS0014,SUB0018,2023-12-01,149,149,paid,2023-12-04
INV00281,CUS0014,SUB0018,2024-01-01,149,149,paid,2024-01-01
INV00282,CUS0014,SUB0018,2024-02-01,149,149,paid,2024-02-01
INV00283,CUS0014,SUB0018,2024-03-01,149,149,paid,2024-03-03
INV00284,CUS0014,SUB0018,2024-04-01,149,149,paid,2024-04-05
INV00285,CUS0014,SUB0018,2024-05-01,149,149,paid,2024-05-05
INV00286,CUS0014,SUB0018,2024-06-01,149,149,paid,2024-06-06
INV00287,CUS0014,SUB0018,2024-07-01,149,149,paid,2024-07-03
INV00288,CUS0014,SUB0018,2024-08-01,149,149,paid,2024-08-04
INV00289,CUS0014,SUB0018,2024-09-01,149,149,paid,2024-09-06
INV00290,CUS0014,SUB0018,2024-10-01,149,149,paid,2024-10-03
INV00291,CUS0014,SUB0018,2024-11-01,149,149,paid,2024-11-03
INV00292,CUS0014,SUB0018,2024-12-01,149,149,paid,2024-12-05
INV00293,CUS0015,SUB0019,2023-09-01,149,149,paid,2023-09-06
INV00294,CUS0015,SUB0019,2023-10-01,149,149,paid,2023-10-01
INV00295,CUS0015,SUB0019,2023-11-01,149,149,paid,2023-11-05
INV00296,CUS0015,SUB0019,2023-12-01,149,149,paid,2023-12-03
INV00297,CUS0015,SUB0019,2024-01-01,149,149,paid,2024-01-04
INV00298,CUS0015,SUB0019,2024-02-01,149,149,paid,2024-02-05
INV00299,CUS0015,SUB0019,2024-03-01,149,149,paid,2024-03-06
INV00300,CUS0015,SUB0019,2024-04-01,149,149,paid,2024-04-05
INV00301,CUS0015,SUB0019,2024-05-01,149,0,failed,
INV00302,CUS0015,SUB0019,2024-06-01,149,149,paid,2024-06-03
INV00303,CUS0015,SUB0019,2024-07-01,149,149,paid,2024-07-03
INV00304,CUS0015,SUB0019,2024-08-01,149,149,paid,2024-08-03
INV00305,CUS0015,SUB0019,2024-09-01,149,0,failed,
INV00306,CUS0015,SUB0019,2024-10-01,149,149,paid,2024-10-02
INV00307,CUS0015,SUB0019,2024-11-01,149,149,paid,2024-11-05
INV00308,CUS0015,SUB0019,2024-12-01,149,149,paid,2024-12-01
INV00309,CUS0016,SUB0020,2023-01-01,149,149,paid,2023-01-06
INV00310,CUS0016,SUB0020,2023-02-01,149,0,pending,
INV00311,CUS0016,SUB0020,2023-03-01,149,149,paid,2023-03-05
INV00312,CUS0016,SUB0020,2023-04-01,149,149,paid,2023-04-04
INV00313,CUS0016,SUB0020,2023-05-01,149,149,paid,2023-05-02
INV00314,CUS0016,SUB0020,2023-06-01,149,149,paid,2023-06-06
INV00315,CUS0016,SUB0020,2023-07-01,149,149,paid,2023-07-05
INV00316,CUS0016,SUB0020,2023-08-01,149,149,paid,2023-08-01
INV00317,CUS0016,SUB0020,2023-09-01,149,149,paid,2023-09-05
INV00318,CUS0016,SUB0020,2023-10-01,149,149,paid,2023-10-01
INV00319,CUS0016,SUB0020,2023-11-01,149,149,paid,2023-11-06
INV00320,CUS0016,SUB0020,2023-12-01,149,149,paid,2023-12-05
INV00321,CUS0016,SUB0020,2024-01-01,149,149,paid,2024-01-03
INV00322,CUS0016,SUB0020,2024-02-01,149,149,paid,2024-02-05
INV00323,CUS0016,SUB0020,2024-03-01,149,149,paid,2024-03-04
INV00324,CUS0016,SUB0020,2024-04-01,149,149,paid,2024-04-06
INV00325,CUS0016,SUB0020,2024-05-01,149,149,paid,2024-05-04
INV00326,CUS0016,SUB0020,2024-06-01,149,149,paid,2024-06-03
INV00327,CUS0016,SUB0020,2024-07-01,149,149,paid,2024-07-04
INV00328,CUS0016,SUB0020,2024-08-01,149,0,pending,
INV00329,CUS0016,SUB0020,2024-09-01,149,149,paid,2024-09-02
INV00330,CUS0016,SUB0020,2024-10-01,149,149,paid,2024-10-02
INV00331,CUS0016,SUB0020,2024-11-01,149,149,paid,2024-11-03
INV00332,CUS0016,SUB0020,2024-12-01,149,149,paid,2024-12-01
INV00333,CUS0017,SUB0021,2022-08-01,349,349,paid,2022-08-06
INV00334,CUS0017,SUB0021,2022-09-01,349,349,paid,2022-09-02
INV00335,CUS0017,SUB0021,2022-10-01,349,349,paid,2022-10-06
INV00336,CUS0017,SUB0021,2022-11-01,349,349,paid,2022-11-05
INV00337,CUS0017,SUB0021,2022-12-01,349,349,paid,2022-12-03
INV00338,CUS0017,SUB0021,2023-01-01,349,349,paid,2023-01-06
INV00339,CUS0017,SUB0021,2023-02-01,349,349,paid,2023-02-01
INV00340,CUS0017,SUB0021,2023-03-01,349,349,paid,2023-03-01
INV00341,CUS0017,SUB0021,2023-04-01,349,349,paid,2023-04-05
INV00342,CUS0017,SUB0021,2023-05-01,349,349,paid,2023-05-04
INV00343,CUS0017,SUB0021,2023-06-01,349,349,paid,2023-06-04
INV00344,CUS0017,SUB0021,2023-07-01,349,349,paid,2023-07-04
INV00345,CUS0017,SUB0021,2023-08-01,349,349,paid,2023-08-03
INV00346,CUS0017,SUB0021,2023-09-01,349,349,paid,2023-09-05
INV00347,CUS0017,SUB0021,2023-10-01,349,349,paid,2023-10-06
INV00348,CUS0017,SUB0021,2023-11-01,349,0,failed,
INV00349,CUS0017,SUB0021,2023-12-01,349,349,paid,2023-12-01
INV00350,CUS0017,SUB0021,2024-01-01,349,349,paid,2024-01-05
INV00351,CUS0017,SUB0021,2024-02-01,349,349,paid,2024-02-01
INV00352,CUS0017,SUB0021,2024-03-01,349,349,paid,2024-03-03
INV00353,CUS0017,SUB0021,2024-04-01,349,349,paid,2024-04-02
INV00354,CUS0017,SUB0021,2024-05-01,349,349,paid,2024-05-02
INV00355,CUS0017,SUB0021,2024-06-01,349,349,paid,2024-06-06
INV00356,CUS0017,SUB0021,2024-07-01,349,349,paid,2024-07-05
INV00357,CUS0017,SUB0021,2024-08-01,349,349,paid,2024-08-03
INV00358,CUS0017,SUB0021,2024-09-01,349,349,paid,2024-09-06
INV00359,CUS0017,SUB0021,2024-10-01,349,349,paid,2024-10-02
INV00360,CUS0017,SUB0021,2024-11-01,349,349,paid,2024-11-03
INV00361,CUS0017,SUB0021,2024-12-01,349,349,paid,2024-12-05
INV00362,CUS0018,SUB0022,2022-03-01,349,349,paid,2022-03-06
INV00363,CUS0018,SUB0022,2022-04-01,349,349,paid,2022-04-06
INV00364,CUS0018,SUB0022,2022-05-01,349,349,paid,2022-05-05
INV00365,CUS0018,SUB0022,2022-06-01,349,349,paid,2022-06-04
INV00366,CUS0018,SUB0022,2022-07-01,349,349,paid,2022-07-05
INV00367,CUS0018,SUB0022,2022-08-01,349,349,paid,2022-08-05
INV00368,CUS0018,SUB0022,2022-09-01,349,349,paid,2022-09-06
INV00369,CUS0018,SUB0022,2022-10-01,349,349,paid,2022-10-04
INV00370,CUS0018,SUB0022,2022-11-01,349,349,paid,2022-11-04
INV00371,CUS0018,SUB0022,2022-12-01,349,349,paid,2022-12-03
INV00372,CUS0018,SUB0022,2023-01-01,349,349,paid,2023-01-03
